,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
8540,Chihuahua Restaurant,,"Mexican, Latin",4.0,,Passeig de Maragall 107,"Passeig de Maragall, 107, 08041 Barcelona, Spain",41.4188336,2.1804005
8541,Nikkei 103,,"Japanese, Peruvian, Latin, Sushi, Asian",4.0,,"Carrer D'Aribau, 33","Nikkei 103, Carrer d'Aribau, 33, 08011 Barcelona, Spain",41.3874951,2.1604182
8542,La Fonda Paisa,,"Latin, South American, Colombian",4.0,,Avenida Diagonal 332,"Avinguda Diagonal, 332, 08013 Barcelona, Spain",41.4005842,2.174568
8543,Celler Cal Marino,,"Spanish, Wine Bar, Mediterranean",4.0,,Calle Margarit 54,"Carrer d'Adrià Margarit, 08022 Barcelona, Spain",41.414123,2.1312229
8544,Sentore Ristorante Pizzeria Italiana,,€20 - €50,5.0,,Avinguda Diagonal 423,"Casa Sayrach, Avinguda Diagonal, 423, 425, 08036 Barcelona, Spain",41.3945853,2.1530715
8545,Fargo Cafe,,"Cafe, Mediterranean, Healthy",5.0,,Carrer de Marina 288,"Carrer de la Marina, 288, 08088 Barcelona, Spain",41.4050429,2.1739797
8546,Pizzeria Lucania II,,"Pizza, Italian",4.5,,"Carrer de Terol, 33","Carrer de Terol, 08012 Barcelona, Spain",41.4029711,2.1580375
8547,The Fish & Chips Shop Universitat,,€7 - €14,4.5,,Aribau 18,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8548,Bitacora Poblenou,,"Mediterranean, Spanish",4.0,,Carrer de Ramon Turro 240,"Carrer de Ramon Turró, 0805 Barcelona, Spain",41.3913144,2.1914709
8549,La Republica,,€2 - €20,4.0,,Carrer de la Merce 13,"El Bombón, Carrer de la Mercè, 13, 08002 Barcelona, Spain",41.380071,2.1801819
8550,Restaurat L'Havana,,"Mediterranean, Spanish",4.0,,"Lleo, 1","LLeó, Carrer de Lleó, 08191 Rubí, Spain",41.49975,2.0439348
8551,Nihon Sakari,,€28 - €35,4.0,,"Carrer Girona, 88","Carrer Girona, 08820 el Prat de Llobregat, Spain",41.3231906,2.0999839
8552,Grill Corner,,"Mediterranean, Spanish",4.0,,"Avda. Diagonal, 3","Foster’s Hollywood, Avinguda Diagonal, 3, 08021 Barcelona, Spain",41.3921,2.14477
8553,The Hip Fish - Gracia,,,4.0,,"Carrer de la Providencia, 1 Bis","carrer de la Providència, 08912 Badalona, Spain",41.4432856,2.242687
8554,L' Artesana Poblenou,,€12 - €60,4.5,,Sant Joan de Malta 150,"Catalonia, Spain",41.66667,2.0
8555,Pasta Market Express,,€3 - €12,5.0,,C/ Europa 34,"Europa, Carrer dels Enamorats, 08026 Barcelona, Spain",41.408553,2.1851353
8556,Escuela de Cocina Terra d'Escudella,,€40 - €45,4.5,,08027,"08027 Barcelona, Spain",41.4223165,2.1858419
8557,Restaurant ROMA,,€14 - €36,4.0,,"Carrer Alfons XII, 41","Alfons XII, avinguda del Marquès de Mont-roig, 08918 Badalona, Spain",41.4351451,2.2281067
8558,Restaurante 18 Octubre,,"Mediterranean, European, Spanish",4.0,,"Julian Romea, 18","Carrer de Julián Romea, 08006 Barcelona, Spain",41.3981771,2.1529448
8559,Ramen House Barcelona,,€5 - €10,4.0,,Calle Villarroel 23 Local 2,"Catalonia, Spain",41.66667,2.0
8560,Bar Sauvage,,,4.5,,Passeig Del Born 13,"Passeig del Born, Barcelona, Spain",41.384793,2.1828281
8561,Bar Malasang,,"Bar, European, Spanish, Mediterranean",4.0,,Comte Borrell 148,"Carrer del Comte Borrell, 08029 Barcelona, Spain",41.3890729,2.1471054
8562,La Fibula,,€10 - €25,4.0,,"C/ Blai, 46","Blai, Carrer de Blai, 08015 Barcelona, Spain",41.3742769,2.1630491
8563,La Dorotea,,€5 - €9,4.5,,"Baixada de Sant Miquel, 4","Baixada de Sant Miquel, 4, 08002 Barcelona, Spain",41.3814523,2.1767228
8564,Skyways Barcelona,,€3 - €25,5.0,,"Carrer del Marques de Campo Sagrado, 5 - 7","Carrer del Marquès de Campo Sagrado, 08001 Barcelona, Spain",41.3758919,2.1640986
8565,A'Palloza,,€7 - €22,4.0,,Carrer del Rossello 136,"Lagarín, Carrer del Rosselló, 136, 08036 Barcelona, Spain",41.3902602,2.1535151
8566,"La Tagliatella C.C. Diagonal Mar, Barcelona",,€15 - €17,3.5,,"CC Diagonal Mar - Avda. Diagonal, 3","Catalonia, Spain",41.66667,2.0
8567,Bodega Granados,,€8 - €20,3.5,,"Carrer Enric Granados, 6","Carrer Enric Granados, 08620 Sant Vicenç dels Horts, Spain",41.3851754,1.9970822
8568,Kaymana,,€5 - €15,4.0,,"Carrer de l'Almirall Aixada, 21","Carrer de l'Almirall Aixada, 72 Barcelona, Spain",41.3773817,2.1898208
8569,Korean restaurant Kamasot,,,4.0,,Consell de Cent 465,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8570,Cabaret,,€40 - €100,4.5,,Avinguda de Francesc Cambo 14,"Avinguda de Francesc Cambó, Barcelona, Spain",41.3864138,2.1780738
8571,Restaurante Novotel,,"Mediterranean, European",4.0,,"Av. Diagonal, 201","Hotel Novotel Barcelona City, Avinguda Diagonal, 201, 08018 Barcelona, Spain",41.40378,2.1912843
8572,Acontraluz,,€31 - €56,3.5,,"Milanesat, 19","Carrer del Milanesat, 08022 Barcelona, Spain",41.3976744,2.1295663
8573,Enrique Tomas,,"Spanish, Deli",4.5,,"Carrer del Pi, 3","Carrer del Pi, 3, 08002 Barcelona, Spain",41.3829902,2.1739543
8574,Gent del Barri,,"European, Spanish, Mediterranean",4.0,,Rogent 25,"Gent del Barri, Carrer de Rogent, 25, 08026 Barcelona, Spain",41.4091439,2.184618
8575,Rabipelao Gracia,,€5 - €12,4.0,,"C/ Torrent D'en Vidalet, 22","El Rabipelao, Carrer del Torrent d'en Vidalet, 22, 08037 BCN Barcelona, Spain",41.4037055,2.1598503
8576,Via Dei Mille,,€20 - €30,4.0,,Arago 364,"Aragó, Carrer dels Enamorats, 08013 Barcelona, Spain",41.4041622,2.1816598
8577,El Molino,,Drinks,4.5,,"Carrer de Vila i Vila, 99","Carrer de Vila i Vilà, 08039 Barcelona, Spain",41.3726475,2.1740716
8578,Shokudo,,"Japanese, Sushi, Asian, Chinese",4.0,,"Calle Cinca, 66","Carrer del Cinca, 08030 Barcelona, Spain",41.4367573,2.1923889
8579,Si Chef Gracia,,€5 - €15,4.5,,Providencia 41,"08182 Sant Quirze Safaja, Spain",41.7331071,2.1866144
8580,Sarrietto,,€15 - €25,4.5,,"Carrer de Vallmajor, 33","Carrer de Vallmajor, 08021 Barcelona, Spain",41.3970983,2.1387081
8581,Asian Ways (Gotico),,€10 - €20,4.5,,"Julia Portet, 6","Le Bistrot de Pierrot, Carrer de Julià Portet, 6, 08002 Barcelona, Spain",41.3861738,2.1748464
8582,El Gallo de Oro,,"Mexican, Latin",4.5,,"Carrer de Napols, 266","Carrer de Nàpols, 266, 08013 Barcelona, Spain",41.4022201,2.1706072
8583,Indochine Ly Leap,,"Asian, Indonesian, Cambodian",4.0,,"Muntaner, 82","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
8584,Otto's House,,€2 - €12,4.5,,"Calle Aribau, 77","Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8585,Vista Corona La Barceloneta,,€15 - €30,4.5,,"C/ Escar, 16","VIVENDES ESCAR, Carrer de l'Escar, 7, 08039 Barcelona, Spain",41.3754926,2.1876422
8586,Don Bratwurst,,"German, European, Bar, Pub, Central European",4.5,,Passeig Fabra i Puig 374,"Passeig Fabra i Puig, Avinguda Meridiana, 08016 Barcelona, Spain",41.4304722,2.1835113
8587,Dune,,"Mediterranean, European, Spanish",4.0,,"Carrer de Sicilia, 111","Restaurante Dune, Carrer de Sicília, 111, 08088 Barcelona, Spain",41.3959081,2.1807554
8588,Casa do Acai Brunch & Coffee,,€5 - €12,4.5,,Av. Roma 43,"Avinguda Roma, 08290 Cerdanyola del Vallès, Spain",41.4881878,2.1292572
8589,El Senorio del Peru,,€10 - €19,4.0,,"C/ Corsega, 607","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
8590,Clarius Restaurant,,€14 - €50,4.5,,C/ Sepulveda 159,"Catavins, Carrer de Sepúlveda, 159, 08011 Barcelona, Spain",41.3826656,2.1615873
8591,La Tagliatella,,€16 - €18,3.5,,Josep Tarradellas 116,"Rambla Josep Tarradellas, Vic, Spain",41.9237548,2.251678
8592,El Petit Firo,,"Bar, Mediterranean, European, Spanish",4.0,,Avinguda Gaudi,"Avinguda Gaudí, 08620 Sant Vicenç dels Horts, Spain",41.3802623,1.9988352
8593,El Bar del Paco,,"Spanish, Cafe, Mediterranean",4.5,,"Mercat Barceloneta, 1-2","Premmia Mercat, Carrer de la Drassana, 6, 72 Barcelona, Spain",41.3754895,2.1894534
8594,Pizza Luna,,"Latin, Pizza",4.0,,Passatge de Puigmadrona 18,"Passatge de Puigmadrona, 08026 Barcelona, Spain",41.4111949,2.1856951
8595,Morro Fi,,,4.0,,Consell de Cent 171,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8596,Jaipurwala,,€11 - €28,5.0,,Calle Valencia 506,"Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
8597,Restaurant Teruel,,,4.0,,"Gran Via, 686","Gran Via, 08206 Sabadell, Spain",41.5610724,2.1013811
8598,Vermut I A La Gabia,,"Mediterranean, Spanish, European",4.0,,"Placa Osca, 7","Osca, Carrer d'Osca, 08620 Sant Vicenç dels Horts, Spain",41.393619,1.9988598
8599,La Traviata,,"Italian, Mediterranean",4.0,,"Calle Sabino de Arana, 22","Catalonia, Spain",41.66667,2.0
8600,Piscolabis,,,3.5,,"Diagonal, 593","Diagonal, Passeig de Gràcia, 08008 Barcelona, Spain",41.3955498,2.1604573
8601,Bodega Carol,,"Spanish, Mediterranean",4.5,,Carrer Arago 558,"Carrer Aragó, 08870 Sitges, Spain",41.2387213,1.8155559
8602,La Bona Pinta,,Pub,4.5,,Carrer de la Diputacio 443,"Carrer de la Diputació, 443, 08013 Barcelona, Spain",41.3998129,2.1794481
8603,Amaltea,,€20 - €40,4.0,,"Diputacio, 164","Diputació, 08733 Puigdàlber, Spain",41.4039736,1.6994345
8604,sensEspina,,€15 - €40,4.5,,Paris 209,"Paris, Carrer de Rios Rosas, 08801 Cornellà de Llobregat, Spain",41.358094,2.0894605
8605,Guayabal,,€6 - €23,5.0,,Calle Paris 161,"Carrer París, Calaf, Spain",41.7345229,1.5129803
8606,Restaurant La Salut,,"Mediterranean, European, Spanish",4.0,,Carrer de la Mare de Deu de la Salut 16/18,"Carrer de la Mare de Déu de la Salut, 08024 Barcelona, Spain",41.4133251,2.1598835
8607,Bar Raim 1886,,"Cuban, Caribbean",4.5,,Progres 46-48,"08912 Badalona, Spain",41.4434568,2.2412801
8608,Gallito,,,3.5,,Passeig del Mare Nostrum 19-21,"Mamarosa Beach, Passeig del Mare Nostrum, 19-21, 08039 Barcelona, Spain",41.3690801,2.1906631
8609,Le Divan,,€15 - €25,4.0,,"Calle Guillem Tell, 10","Carrer Guillem Tell, 08328 Premià de Dalt, Spain",41.4996648,2.33949
8610,El Glop de la Rambla,,,3.5,,"Rambla Catalunya, 65","Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
8611,Massimo,,€30 - €45,4.0,,"Via Augusta, 217","Via Augusta, 217-223, 08021 Barcelona, Spain",41.3975859,2.1370132
8612,Xup Xup Restaurant,,,3.5,,"Paseo Maritimo de la Barceloneta, S/N","Catalonia, Spain",41.66667,2.0
8613,Minyam,,"Mediterranean, Spanish, European",4.0,,Calle Pujades 187,"Carrer Pujades, 08783 Masquefa, Spain",41.5043137,1.8092083
8614,Balmes/Rossello,,"Mediterranean, European, Spanish",3.5,,C/Balmes 129,"Estudi de dansa Mar, Carrer de Balmes, 129, 080007 Barcelona, Spain",41.3928864,2.1576347
8615,Cafe flanders,,"Spanish, Bar, Cafe, Mediterranean, European",4.0,,Carrer de la Providencia,"Carrer de la Providència, 8 Barcelona, Spain",41.4071505,2.1577347
8616,ZUCCA Italian Food,,€4 - €15,4.5,,"Carrer Del Marques de Sentmenat, 60","Carrer del Marquès de Sentmenat, 60, 62, 08029 Barcelona, Spain",41.3850585,2.1384142
8617,Solo Pizza,,"Italian, Pizza, Mediterranean, European",4.0,,Enrique Granados 108,"Catalonia, Spain",41.66667,2.0
8618,Casa Pamplinas,,"Mediterranean, Barbecue, Spanish",4.0,,"C/ Londres, 84","Londres, Carrer de Mallorca, 532, 8025 Barcelona, Spain",41.4083463,2.1821202
8619,Restaurante Pizzeria Verona,,€7 - €41,4.0,,"C/ Teodora Lamadrid, 3","Carrer de Teodora Lamadrid, 08022 Barcelona, Spain",41.407313,2.1358614
8620,Sopa,,€9 - €13,4.0,,"Roc Boronat, 114","Sopa, Carrer de Roc Boronat, 114, 08018 Barcelona, Spain",41.4023416,2.1952788
8621,The Top Grill & Cocktails,,"Mediterranean, Bar, Spanish, Pub",4.5,,Rossello 249,"Plaça del Rosselló, Argentona, Catalonia, Spain",41.5522494,2.3990221
8622,Tapas 24,,,4.0,,"Carrer de la Diputacio, 269","Tapas 24, Carrer de la Diputació, 269, 08007 Barcelona, Spain",41.3908686,2.1674705
8623,Putxinellis,,€15 - €30,4.0,,Carrer Salou 23,"Carrer de Salou, 08014 Barcelona, Spain",41.3760344,2.1376971
8624,2Y Restaurante Macrobiotico,,"Vegetarian Friendly, Gluten Free Options, Vegan Options",4.5,,Passatge Batllo 4,"Passatge de Batlló, 2Y restaurante macrobiótico, 4, 08036 Barcelona, Spain",41.3883261,2.151399
8625,Casa Carmen Diagonal Mar,,,4.0,,Avinguda Diagonal 3,"Foster’s Hollywood, Avinguda Diagonal, 3, 08021 Barcelona, Spain",41.3921,2.14477
8626,Cantina Mexicana La Hacienda,,"Mexican, Latin, Central American",4.0,,C/ Valencia 153,"Carrer de València, 153, 08088 Barcelona, Spain",41.3879097,2.1565659
8627,Restaurant Els Ocellets,,"Mediterranean, Spanish, European",4.0,,"Ronda Sant Pau, 55","Ronda Sant Pau, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3750966,2.1681601
8628,Restaurante Ta-Tung,,€15 - €35,4.0,,"Mare de Deu de la Salut, 75","Mare de Deu de la Salut, Camí de Can Ginebreda, 08790 Gelida, Spain",41.4202006,1.863716
8629,La Terrassa del Duquesa de Cardona,,,4.0,,Passeig Colom 12,"Passeig Colom, 08440 Cardedeu, Spain",41.6321584,2.3637128
8630,Flash Flash,,€25 - €35,3.5,,"La Granada del Penedes, 25","la Granada, Catalonia, Spain",41.3766679,1.7186912
8631,Bendita Helena,,€5 - €15,4.0,,Carrer de Galileu 261,"Hamza Super Mercado - Ali Super Ali, Carrer de Galileu, 261, 08014 Barcelona, Spain",41.3830082,2.1325943
8632,Messie Pizza,,€7 - €13,4.0,,c/Torrent de L'olla 65,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
8633,Micaela pan y pizza,,"Italian, Pizza",5.0,,Carrer dels Corders 10,"Micaela, Carrer dels Corders, 10, CP 08003 Barcelona, Spain",41.3854925,2.1796645
8634,La Cigale Barcelona,,€10 - €25,4.5,,50 Carrer Tordera,"Tordera, Catalonia, Spain",41.6977173,2.7172987
8635,Bar Cervantes,,€4 - €12,4.0,,"Carrer de Cervantes, 7","Cervantes, Carrer de Cervantes, 7, 08002 Barcelona, Spain",41.3813653,2.1774484
8636,La Cuina de K.M,,Spanish,4.5,,Calle Padua 108,"Pàdua, Carrer de Pàdua, 08006 Barcelona, Spain",41.403344,2.1430732
8637,La Piemontesa,,€8 - €15,4.0,,Enric Granados 60,"Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
8638,Come una volta,,€6 - €24,4.0,,"Calle Roger de Flor, 246","Carrer Roger de Flor, 08924 Santa Coloma de Gramenet, Spain",41.4632118,2.2080004
8639,La Hacienda,,"Mexican, Latin, Central American",4.0,,Carrer de la Princesa,"Carrer de la Princesa, 08003 Barcelona, Spain",41.386603,2.1820736
8640,El Abasto bcn,,€20 - €50,4.5,,"Carrer del Dr. Trueta, 229","Carrer del Doctor Trueta, 08780 el Papiol, Spain",41.4360978,2.007259
8641,Bodega del Born,,€2 - €10,5.0,,"Mirallers,15","Carrer dels Mirallers, CP 08003 Barcelona, Spain",41.3840671,2.1809342
8642,W Lounge,,"Bar, Mediterranean, European, Spanish",4.0,,"Placa de la Rosa dels Vents, 1","W Barcelona, Plaça de la Rosa dels Vents, 1, 08039 Barcelona, Spain",41.3685118,2.1901917
8643,Artte,,€20 - €35,4.0,,"Muntaner, 83 C","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
8644,Farola,,€6 - €12,4.5,,Carrer Del Rec 67,"Carrer del Rec, 08003 Barcelona, Spain",41.385832,2.1823617
8645,Lateral Bcn,,"Mediterranean, European, Spanish",3.5,,Carrer de Consell de Cent 329,"carrer de Consell de Cent, 08170 Montornès del Vallès, Spain",41.5393725,2.2716073
8646,Giselle,,€2 - €9,4.5,,carrer de l'Hospital 81,"Humana, Carrer de l'Hospital, 81, 08001 Barcelona, Spain",41.3801331,2.1695937
8647,Restaurante Rincon de Leon,,€20 - €45,4.0,,"Calle Sardenya, 304","Carrer Sardenya, 08192 Sant Quirze del Vallès, Spain",41.5298238,2.0708297
8648,Fishhh!,,"Seafood, Mediterranean, European, Spanish",4.0,,Diagonal 557,"Diagonal, Passeig de Gràcia, 08008 Barcelona, Spain",41.3955498,2.1604573
8649,August,,€6 - €12,4.0,,"Ronda de Sant Pau, 9","Ronda de Sant Pau, 08001 Barcelona, Spain",41.3749809,2.1678835
8650,Asador de Burgos,,€20 - €50,4.0,,"Bruc, 120","el Bruc, Catalonia, Spain",41.5792357,1.7812982
8651,La Cervesera Artesana,,"Bar, Pub",4.0,,Carrer de Sant Agusti 14,"La Cervesera Artesana, Carrer de Sant Agustí, 14, 08012 Barcelona, Spain",41.3980539,2.1610008
8652,PAQUITOS,,€12 - €20,4.0,,Carrer Del Comte d'Urgell 196,"Midori Ya, Carrer del Comte d'Urgell, 196, 08936 Barcelona, Spain",41.3880382,2.1511272
8653,La Villa,,"Italian, Pizza, European, Mediterranean",4.0,,"Passeig Sant Antoni 15, 08014","08014, Spain",41.3888,2.159
8654,El Raco -Placa Urquinaona,,"Pizza, Mediterranean, European, Italian",4.0,,"Placa Urquinaona, 7","Pl Urquinaona, Plaça d'Urquinaona, 08010 Barcelona, Spain",41.3888302,2.1732531
8655,Azul,,"Mediterranean, Spanish",4.5,,"Calle de Provenza, 54 08029","08029, Spain",41.3888,2.159
8656,Cal Chusco,,"Bar, Mediterranean, European, Spanish, Pub",4.0,,C/ Almirall Aixada 5,"Pg Joan de Borbó - Almirall Aixada, Passeig de Joan de Borbó, 72 Barcelona, Spain",41.3775692,2.1881898
8657,1881 per Sagardi,,,3.5,,"Placa de Pau Vila, 3","Plaça de Pau Vila, CP 08003 Barcelona, Spain",41.3820856,2.1853578
8658,Sagues Il Ristorante,,"Italian, Mediterranean",4.0,,"Carrer de Sagues, 25","Catalonia, Spain",41.66667,2.0
8659,Restaurante Sant Joan,,"Spanish, European",4.5,,"Passeig de Sant Joan, 65","Passeig de Sant Joan, 65, 08009 Barcelona, Spain",41.3970934,2.1721911
8660,LABARRA Westside,,,3.5,,C. Comte d'Urgell 240,"Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
8661,La Hacienda,,,3.5,,"Carrer del Rec, 69","Carrer del Rec, 08003 Barcelona, Spain",41.385832,2.1823617
8662,Gutai,,€20 - €40,4.5,,Carrer de Mallorca 196,"Massa, Carrer de Mallorca, 196, 8007 Barcelona, Spain",41.3900833,2.1578429
8663,LULU Barcelona,,"Cafe, European",4.0,,"Av. del Marques de l'Argentera, 7","Avinguda del Marquès de l'Argentera, 7-9, 08003 Barcelona, Spain",41.3840412,2.1841956
8664,Moti Mahal,,€10 - €25,4.0,,"Sant Pau, 103","Sant Pau, Manresa, Catalonia, Spain",41.7146103,1.8341856
8665,Restaurante Fulano Mengano,,€25 - €45,4.5,,"Calle Muntaner, 325","Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
8666,Villa Caprice,,"Italian, Mediterranean, European, Spanish",4.0,,Avinguda De Gaudi,"Avinguda de Gaudí, Barcelona, Spain",41.4070281,2.1744033
8667,Madness Coffee Barcelona,,€2 - €30,5.0,,"Moll de Barcelona, s/n","Moll de Barcelona, 08039 Barcelona, Spain",41.371646,2.1805271
8668,Restaurante Escairon,,€15 - €30,4.0,,"Fontrodona, 5","Fontrodona, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3748438,2.1679054
8669,Riera29 restaurant,,€15 - €30,4.5,,Riera de Sant Miquel 29,"Riera de Sant Miquel, 08585 Sora, Spain",42.0846697,2.1892033
8670,Restaurante Wow,,"Diner, Spanish",4.0,,"Carrer d'Enric Granados, 73","Carrer d'Enric Granados, Wow!, 73, 08008 Barcelona, Spain",41.3912435,2.1575751
8671,SomSacs,,€8 - €25,4.5,,Carrer Figols 28,"Fígols, Catalonia, Spain",42.1809467,1.8366637
8672,Vapiano,,€7 - €15,4.0,,Avenida Diagonal 3,"Foster’s Hollywood, Avinguda Diagonal, 3, 08021 Barcelona, Spain",41.3921,2.14477
8673,Kurz & Gut Barceloneta,,,4.5,,"Passeig de Joan de Borbo, 65","Passeig de Joan de Borbó, 08 Barcelona, Spain",41.3819224,2.1865126
8674,Urban Jungle,,€6 - €15,4.5,,Calle Consell de Cent 275,"Carrer Consell de Cent, 08470 Sant Celoni, Spain",41.6874889,2.4848143
8675,B24,,€15 - €35,4.5,,"Av. Diagonal, 661-671","Avinguda Diagonal, 08028 Barcelona, Spain",41.3881867,2.1267639
8676,Black Cherry Persa,,€7 - €40,4.5,,"Carrer d'Aribau, 158","Carrer d'Aribau, 158, 08036 Barcelona, Spain",41.3923895,2.1544852
8677,The dog is hot,,"American, Fast Food, Street Food, South American",4.0,,Calle Joaquin Costa 47,"Catalonia, Spain",41.66667,2.0
8678,Zumito,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,,"Passeig de Joan de Borbo, 74","Passeig de Joan de Borbó, 08 Barcelona, Spain",41.3810792,2.1863797
8679,Ben Tips,,"Bar, Fast Food, European, Spanish",4.0,,Republica Argentina 104,"Avenida Republica Argentina 187, Avinguda de la República Argentina, 08023 Barcelona, Spain",41.4114632,2.1416709
8680,Bar Estudiantil,,"Bar, Mediterranean, European, Spanish",4.0,,"Gran Via Corts Catalanes, 592","Gran Via Corts Catalanes, 839-841, Gran Via de les Corts Catalanes, 08018 Barcelona, Spain",41.4053613,2.1892186
8681,Folks Burgers,,€8 - €17,5.0,,"Carrer del Portal Nou, 19","Admír, Carrer del Portal Nou, 19, 08003 Barcelona, Spain",41.3886709,2.180643
8682,La Taberneta,,€4 - €37,4.0,,"Carrer d'Andrea Doria,39","Carrer d'Andrea Dòria, 08 Barcelona, Spain",41.3803785,2.1908949
8683,Casa Guinart,,,4.0,,"Ramblas, 95","Hotel chic&basic Ramblas, Passatge de Gutenberg, 7, 08001 Barcelona, Spain",41.3770098,2.1748842
8684,Petra,,"Fast Food, Middle Eastern, Lebanese, Mediterranean",4.5,,"Asturies, 53","Astúries, Ronda del Nord, 08520 les Franqueses del Vallès, Spain",41.6220016,2.3010196
8685,La Trini,,,4.0,,Carrer de Verdi 30,"La Trini, Carrer de Verdi, 30, 08012 Barcelona, Spain",41.4038895,2.1569036
8686,El Xalet de Montjuic,,€30 - €60,3.5,,Av. Miramar 31,"Avinguda Miramar, 08840 Viladecans, Spain",41.3190594,2.0065748
8687,Malabida,,€5 - €20,5.0,,"Carrer de Blai, 63","Carrer de Blai, 08001 Barcelona, Spain",41.3729517,2.1664379
8688,Closet restaurante,,€12 - €16,4.5,,Calle Hospital 157,"Carrer Hospital, 08402 Granollers, Spain",41.6145579,2.2908011
8689,Nectari Restaurant,,€25 - €50,4.0,,c/ Valencia 28,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8690,El Petit Mos,,€15 - €25,4.5,,c/ Sepulveda No 80,"Carrer de Sepúlveda, 08015 Barcelona, Spain",41.3803469,2.1586871
8691,Restaurante Salambo,,"European, Spanish, Mediterranean",4.0,,"Torrijos, 51","Torrijos, Passeig de la Riera, 08191 Rubí, Spain",41.490102,2.0286422
8692,Pez Vela Chiringuito,,,4.0,,Paseo del Mare Nostrum 19/21,"Catalonia, Spain",41.66667,2.0
8693,Aska Dinya,,"Mediterranean, Middle Eastern",4.0,,"Carrer de Verdi, 28","Askadinya, Carrer de Verdi, 28, 08012 Barcelona, Spain",41.4038617,2.1569498
8694,El Nacional - La Llotja,,,4.0,,"Passeig de Gracia, 24 bis","Passeig de Gràcia, 24 Bis, 08007 Barcelona, Spain",41.3905227,2.1682552
8695,Mosaic Restaurant,,€30 - €55,4.0,,"Avinguda Diagonal, 589-591","Avinguda Diagonal, 08028 Barcelona, Spain",41.3881867,2.1267639
8696,Taverna El Ficus,,€20 - €35,4.5,,Renaixenca 53,"Renaixença, Carrer de Salvador Espriu, 08784 els Hostalets de Pierola, Spain",41.5388328,1.7659406
8697,La Calaca,,€6 - €13,4.5,,"Concili de Trento, 90","Carrer del Concili de Trento, 90-100, 08018 Barcelona, Spain",41.4132059,2.1955212
8698,Restaurante Menage A Trois,,€6 - €13,4.0,,"Carrer d'en Bot, 3","Ménage à trois, Carrer d'en Bot, 3, 08001 Barcelona, Spain",41.3838709,2.1723407
8699,Granatt Bar,,€9 - €35,4.5,,Josep Torres 25,"Jardins de Josep Sala i Perramon, Can Jané, Granollers, Catalonia, Spain",41.6005745,2.2860767
8700,Bar Mandri,,€3 - €20,4.0,,"Mandri, 60","Carrer de Mandri, 08022 Barcelona, Spain",41.4020588,2.1351318
8701,W Bar,,Bar,4.0,,Placa de la Rosa del Vents 1,"Catalonia, Spain",41.66667,2.0
8702,el Trencadis,,"European, Spanish, Mediterranean",4.5,,"Pau Claris, 143","Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
8703,Hula Poke Food - URQUINAONA,,€9 - €11,4.5,,Carrer d_ Ausias Marc 4,"Catalonia, Spain",41.66667,2.0
8704,Bar del foyer del Palau de la Musica,,"Cafe, Spanish",4.0,,"Palau de la Musica, 4-6","Palau de la Música Catalana, Carrer del Palau de la Música, 4-6, 08003 Barcelona, Spain",41.3875837,2.1752316
8705,Taberna Del Cura,,"Mediterranean, Spanish",4.0,,"C/ Gran De Gracia, 83","Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4016856,2.1533142
8706,Castell de Xativa,,"Seafood, Mediterranean, European, Spanish",4.0,,"Valencia, 360","Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8707,Sana Vida,,€4 - €9,4.5,,Roger de Lluria 31,"Roger De Lluria, Carrer de Roger de Llúria, 08010 Barcelona, Spain",41.3910629,2.1718498
8708,about salmon,,€4 - €21,5.0,,"Carrer de Ramis, 2","Famen, Carrer de Ramis, 2-4, 08012 Barcelona, Spain",41.4023815,2.1612842
8709,Can Vador Illa Diagonal,,€20 - €30,4.0,,c/ Deu i Mata 69,"Carrer de Deu i Mata, 08021 Barcelona, Spain",41.3890098,2.1367406
