left,top,right,bottom,id
239932.5585418254777323,5072282.2705281060189009,240032.5585418254777323,5072382.2705281060189009,"104"
239932.5585418254777323,5072182.2705281060189009,240032.5585418254777323,5072282.2705281060189009,"105"
239932.5585418254777323,5072082.2705281060189009,240032.5585418254777323,5072182.2705281060189009,"106"
239932.5585418254777323,5071982.2705281060189009,240032.5585418254777323,5072082.2705281060189009,"107"
239932.5585418254777323,5071882.2705281060189009,240032.5585418254777323,5071982.2705281060189009,"108"
239932.5585418254777323,5071782.2705281060189009,240032.5585418254777323,5071882.2705281060189009,"109"
239932.5585418254777323,5071682.2705281060189009,240032.5585418254777323,5071782.2705281060189009,"110"
239932.5585418254777323,5071582.2705281060189009,240032.5585418254777323,5071682.2705281060189009,"111"
239932.5585418254777323,5071482.2705281060189009,240032.5585418254777323,5071582.2705281060189009,"112"
239932.5585418254777323,5071382.2705281060189009,240032.5585418254777323,5071482.2705281060189009,"113"
239932.5585418254777323,5071282.2705281060189009,240032.5585418254777323,5071382.2705281060189009,"114"
239932.5585418254777323,5071182.2705281060189009,240032.5585418254777323,5071282.2705281060189009,"115"
239932.5585418254777323,5071082.2705281060189009,240032.5585418254777323,5071182.2705281060189009,"116"
239932.5585418254777323,5070982.2705281060189009,240032.5585418254777323,5071082.2705281060189009,"117"
239932.5585418254777323,5070882.2705281060189009,240032.5585418254777323,5070982.2705281060189009,"118"
239932.5585418254777323,5070782.2705281060189009,240032.5585418254777323,5070882.2705281060189009,"119"
239932.5585418254777323,5070682.2705281060189009,240032.5585418254777323,5070782.2705281060189009,"120"
239932.5585418254777323,5070582.2705281060189009,240032.5585418254777323,5070682.2705281060189009,"121"
239932.5585418254777323,5070482.2705281060189009,240032.5585418254777323,5070582.2705281060189009,"122"
239932.5585418254777323,5070382.2705281060189009,240032.5585418254777323,5070482.2705281060189009,"123"
239932.5585418254777323,5070282.2705281060189009,240032.5585418254777323,5070382.2705281060189009,"124"
239932.5585418254777323,5070182.2705281060189009,240032.5585418254777323,5070282.2705281060189009,"125"
239932.5585418254777323,5070082.2705281060189009,240032.5585418254777323,5070182.2705281060189009,"126"
239932.5585418254777323,5069982.2705281060189009,240032.5585418254777323,5070082.2705281060189009,"127"
239932.5585418254777323,5069882.2705281060189009,240032.5585418254777323,5069982.2705281060189009,"128"
239932.5585418254777323,5069782.2705281060189009,240032.5585418254777323,5069882.2705281060189009,"129"
239932.5585418254777323,5069682.2705281060189009,240032.5585418254777323,5069782.2705281060189009,"130"
239932.5585418254777323,5069582.2705281060189009,240032.5585418254777323,5069682.2705281060189009,"131"
239932.5585418254777323,5069482.2705281060189009,240032.5585418254777323,5069582.2705281060189009,"132"
240032.5585418254777323,5075982.2705281060189009,240132.5585418254777323,5076082.2705281060189009,"133"
240032.5585418254777323,5075882.2705281060189009,240132.5585418254777323,5075982.2705281060189009,"134"
240032.5585418254777323,5075782.2705281060189009,240132.5585418254777323,5075882.2705281060189009,"135"
240032.5585418254777323,5075682.2705281060189009,240132.5585418254777323,5075782.2705281060189009,"136"
240032.5585418254777323,5075582.2705281060189009,240132.5585418254777323,5075682.2705281060189009,"137"
240032.5585418254777323,5075482.2705281060189009,240132.5585418254777323,5075582.2705281060189009,"138"
240032.5585418254777323,5075382.2705281060189009,240132.5585418254777323,5075482.2705281060189009,"139"
240032.5585418254777323,5075282.2705281060189009,240132.5585418254777323,5075382.2705281060189009,"140"
240032.5585418254777323,5075182.2705281060189009,240132.5585418254777323,5075282.2705281060189009,"141"
240032.5585418254777323,5075082.2705281060189009,240132.5585418254777323,5075182.2705281060189009,"142"
240032.5585418254777323,5074982.2705281060189009,240132.5585418254777323,5075082.2705281060189009,"143"
240032.5585418254777323,5074882.2705281060189009,240132.5585418254777323,5074982.2705281060189009,"144"
240032.5585418254777323,5074782.2705281060189009,240132.5585418254777323,5074882.2705281060189009,"145"
240032.5585418254777323,5074682.2705281060189009,240132.5585418254777323,5074782.2705281060189009,"146"
240032.5585418254777323,5074582.2705281060189009,240132.5585418254777323,5074682.2705281060189009,"147"
240032.5585418254777323,5074482.2705281060189009,240132.5585418254777323,5074582.2705281060189009,"148"
240032.5585418254777323,5074382.2705281060189009,240132.5585418254777323,5074482.2705281060189009,"149"
240032.5585418254777323,5074282.2705281060189009,240132.5585418254777323,5074382.2705281060189009,"150"
240032.5585418254777323,5074182.2705281060189009,240132.5585418254777323,5074282.2705281060189009,"151"
240032.5585418254777323,5074082.2705281060189009,240132.5585418254777323,5074182.2705281060189009,"152"
240032.5585418254777323,5073982.2705281060189009,240132.5585418254777323,5074082.2705281060189009,"153"
240032.5585418254777323,5073882.2705281060189009,240132.5585418254777323,5073982.2705281060189009,"154"
240032.5585418254777323,5073782.2705281060189009,240132.5585418254777323,5073882.2705281060189009,"155"
240032.5585418254777323,5073682.2705281060189009,240132.5585418254777323,5073782.2705281060189009,"156"
240032.5585418254777323,5073582.2705281060189009,240132.5585418254777323,5073682.2705281060189009,"157"
240032.5585418254777323,5073482.2705281060189009,240132.5585418254777323,5073582.2705281060189009,"158"
240032.5585418254777323,5073382.2705281060189009,240132.5585418254777323,5073482.2705281060189009,"159"
240032.5585418254777323,5073282.2705281060189009,240132.5585418254777323,5073382.2705281060189009,"160"
240032.5585418254777323,5073182.2705281060189009,240132.5585418254777323,5073282.2705281060189009,"161"
240032.5585418254777323,5073082.2705281060189009,240132.5585418254777323,5073182.2705281060189009,"162"
240032.5585418254777323,5072982.2705281060189009,240132.5585418254777323,5073082.2705281060189009,"163"
240032.5585418254777323,5072882.2705281060189009,240132.5585418254777323,5072982.2705281060189009,"164"
240032.5585418254777323,5072782.2705281060189009,240132.5585418254777323,5072882.2705281060189009,"165"
240032.5585418254777323,5072682.2705281060189009,240132.5585418254777323,5072782.2705281060189009,"166"
240032.5585418254777323,5072582.2705281060189009,240132.5585418254777323,5072682.2705281060189009,"167"
240032.5585418254777323,5072482.2705281060189009,240132.5585418254777323,5072582.2705281060189009,"168"
240032.5585418254777323,5072382.2705281060189009,240132.5585418254777323,5072482.2705281060189009,"169"
240032.5585418254777323,5072282.2705281060189009,240132.5585418254777323,5072382.2705281060189009,"170"
240032.5585418254777323,5072182.2705281060189009,240132.5585418254777323,5072282.2705281060189009,"171"
240032.5585418254777323,5072082.2705281060189009,240132.5585418254777323,5072182.2705281060189009,"172"
240032.5585418254777323,5071982.2705281060189009,240132.5585418254777323,5072082.2705281060189009,"173"
240032.5585418254777323,5071882.2705281060189009,240132.5585418254777323,5071982.2705281060189009,"174"
240032.5585418254777323,5071782.2705281060189009,240132.5585418254777323,5071882.2705281060189009,"175"
240032.5585418254777323,5071682.2705281060189009,240132.5585418254777323,5071782.2705281060189009,"176"
240032.5585418254777323,5071582.2705281060189009,240132.5585418254777323,5071682.2705281060189009,"177"
240032.5585418254777323,5071482.2705281060189009,240132.5585418254777323,5071582.2705281060189009,"178"
240032.5585418254777323,5071382.2705281060189009,240132.5585418254777323,5071482.2705281060189009,"179"
240032.5585418254777323,5071282.2705281060189009,240132.5585418254777323,5071382.2705281060189009,"180"
240032.5585418254777323,5071182.2705281060189009,240132.5585418254777323,5071282.2705281060189009,"181"
240032.5585418254777323,5071082.2705281060189009,240132.5585418254777323,5071182.2705281060189009,"182"
240032.5585418254777323,5070982.2705281060189009,240132.5585418254777323,5071082.2705281060189009,"183"
240032.5585418254777323,5070882.2705281060189009,240132.5585418254777323,5070982.2705281060189009,"184"
240032.5585418254777323,5070782.2705281060189009,240132.5585418254777323,5070882.2705281060189009,"185"
240032.5585418254777323,5070682.2705281060189009,240132.5585418254777323,5070782.2705281060189009,"186"
240032.5585418254777323,5070582.2705281060189009,240132.5585418254777323,5070682.2705281060189009,"187"
240032.5585418254777323,5070482.2705281060189009,240132.5585418254777323,5070582.2705281060189009,"188"
240032.5585418254777323,5070382.2705281060189009,240132.5585418254777323,5070482.2705281060189009,"189"
240032.5585418254777323,5070282.2705281060189009,240132.5585418254777323,5070382.2705281060189009,"190"
240032.5585418254777323,5070182.2705281060189009,240132.5585418254777323,5070282.2705281060189009,"191"
240032.5585418254777323,5070082.2705281060189009,240132.5585418254777323,5070182.2705281060189009,"192"
240032.5585418254777323,5069982.2705281060189009,240132.5585418254777323,5070082.2705281060189009,"193"
240032.5585418254777323,5069882.2705281060189009,240132.5585418254777323,5069982.2705281060189009,"194"
240032.5585418254777323,5069782.2705281060189009,240132.5585418254777323,5069882.2705281060189009,"195"
240032.5585418254777323,5069682.2705281060189009,240132.5585418254777323,5069782.2705281060189009,"196"
240032.5585418254777323,5069582.2705281060189009,240132.5585418254777323,5069682.2705281060189009,"197"
240032.5585418254777323,5069482.2705281060189009,240132.5585418254777323,5069582.2705281060189009,"198"
240132.5585418254777323,5075982.2705281060189009,240232.5585418254777323,5076082.2705281060189009,"199"
240132.5585418254777323,5075882.2705281060189009,240232.5585418254777323,5075982.2705281060189009,"200"
240132.5585418254777323,5075782.2705281060189009,240232.5585418254777323,5075882.2705281060189009,"201"
240132.5585418254777323,5075682.2705281060189009,240232.5585418254777323,5075782.2705281060189009,"202"
240132.5585418254777323,5075582.2705281060189009,240232.5585418254777323,5075682.2705281060189009,"203"
240132.5585418254777323,5075482.2705281060189009,240232.5585418254777323,5075582.2705281060189009,"204"
240132.5585418254777323,5075382.2705281060189009,240232.5585418254777323,5075482.2705281060189009,"205"
240132.5585418254777323,5075282.2705281060189009,240232.5585418254777323,5075382.2705281060189009,"206"
240132.5585418254777323,5075182.2705281060189009,240232.5585418254777323,5075282.2705281060189009,"207"
240132.5585418254777323,5075082.2705281060189009,240232.5585418254777323,5075182.2705281060189009,"208"
240132.5585418254777323,5074982.2705281060189009,240232.5585418254777323,5075082.2705281060189009,"209"
240132.5585418254777323,5074882.2705281060189009,240232.5585418254777323,5074982.2705281060189009,"210"
240132.5585418254777323,5074782.2705281060189009,240232.5585418254777323,5074882.2705281060189009,"211"
240132.5585418254777323,5074682.2705281060189009,240232.5585418254777323,5074782.2705281060189009,"212"
240132.5585418254777323,5074582.2705281060189009,240232.5585418254777323,5074682.2705281060189009,"213"
240132.5585418254777323,5074482.2705281060189009,240232.5585418254777323,5074582.2705281060189009,"214"
240132.5585418254777323,5074382.2705281060189009,240232.5585418254777323,5074482.2705281060189009,"215"
240132.5585418254777323,5074282.2705281060189009,240232.5585418254777323,5074382.2705281060189009,"216"
240132.5585418254777323,5074182.2705281060189009,240232.5585418254777323,5074282.2705281060189009,"217"
240132.5585418254777323,5074082.2705281060189009,240232.5585418254777323,5074182.2705281060189009,"218"
240132.5585418254777323,5073982.2705281060189009,240232.5585418254777323,5074082.2705281060189009,"219"
240132.5585418254777323,5073882.2705281060189009,240232.5585418254777323,5073982.2705281060189009,"220"
240132.5585418254777323,5073782.2705281060189009,240232.5585418254777323,5073882.2705281060189009,"221"
240132.5585418254777323,5073682.2705281060189009,240232.5585418254777323,5073782.2705281060189009,"222"
240132.5585418254777323,5073582.2705281060189009,240232.5585418254777323,5073682.2705281060189009,"223"
240132.5585418254777323,5073482.2705281060189009,240232.5585418254777323,5073582.2705281060189009,"224"
240132.5585418254777323,5073382.2705281060189009,240232.5585418254777323,5073482.2705281060189009,"225"
240132.5585418254777323,5073282.2705281060189009,240232.5585418254777323,5073382.2705281060189009,"226"
240132.5585418254777323,5073182.2705281060189009,240232.5585418254777323,5073282.2705281060189009,"227"
240132.5585418254777323,5073082.2705281060189009,240232.5585418254777323,5073182.2705281060189009,"228"
240132.5585418254777323,5072982.2705281060189009,240232.5585418254777323,5073082.2705281060189009,"229"
240132.5585418254777323,5072882.2705281060189009,240232.5585418254777323,5072982.2705281060189009,"230"
240132.5585418254777323,5072782.2705281060189009,240232.5585418254777323,5072882.2705281060189009,"231"
240132.5585418254777323,5072682.2705281060189009,240232.5585418254777323,5072782.2705281060189009,"232"
240132.5585418254777323,5072582.2705281060189009,240232.5585418254777323,5072682.2705281060189009,"233"
240132.5585418254777323,5072482.2705281060189009,240232.5585418254777323,5072582.2705281060189009,"234"
240132.5585418254777323,5072382.2705281060189009,240232.5585418254777323,5072482.2705281060189009,"235"
240132.5585418254777323,5072282.2705281060189009,240232.5585418254777323,5072382.2705281060189009,"236"
240132.5585418254777323,5072182.2705281060189009,240232.5585418254777323,5072282.2705281060189009,"237"
240132.5585418254777323,5072082.2705281060189009,240232.5585418254777323,5072182.2705281060189009,"238"
240132.5585418254777323,5071982.2705281060189009,240232.5585418254777323,5072082.2705281060189009,"239"
240132.5585418254777323,5071882.2705281060189009,240232.5585418254777323,5071982.2705281060189009,"240"
240132.5585418254777323,5071782.2705281060189009,240232.5585418254777323,5071882.2705281060189009,"241"
240132.5585418254777323,5071682.2705281060189009,240232.5585418254777323,5071782.2705281060189009,"242"
240132.5585418254777323,5071582.2705281060189009,240232.5585418254777323,5071682.2705281060189009,"243"
240132.5585418254777323,5071482.2705281060189009,240232.5585418254777323,5071582.2705281060189009,"244"
240132.5585418254777323,5071382.2705281060189009,240232.5585418254777323,5071482.2705281060189009,"245"
240132.5585418254777323,5071282.2705281060189009,240232.5585418254777323,5071382.2705281060189009,"246"
240132.5585418254777323,5071182.2705281060189009,240232.5585418254777323,5071282.2705281060189009,"247"
240132.5585418254777323,5071082.2705281060189009,240232.5585418254777323,5071182.2705281060189009,"248"
240132.5585418254777323,5070982.2705281060189009,240232.5585418254777323,5071082.2705281060189009,"249"
240132.5585418254777323,5070882.2705281060189009,240232.5585418254777323,5070982.2705281060189009,"250"
240132.5585418254777323,5070782.2705281060189009,240232.5585418254777323,5070882.2705281060189009,"251"
240132.5585418254777323,5070682.2705281060189009,240232.5585418254777323,5070782.2705281060189009,"252"
240132.5585418254777323,5070582.2705281060189009,240232.5585418254777323,5070682.2705281060189009,"253"
240132.5585418254777323,5070482.2705281060189009,240232.5585418254777323,5070582.2705281060189009,"254"
240132.5585418254777323,5070382.2705281060189009,240232.5585418254777323,5070482.2705281060189009,"255"
240132.5585418254777323,5070282.2705281060189009,240232.5585418254777323,5070382.2705281060189009,"256"
240132.5585418254777323,5070182.2705281060189009,240232.5585418254777323,5070282.2705281060189009,"257"
240132.5585418254777323,5070082.2705281060189009,240232.5585418254777323,5070182.2705281060189009,"258"
240132.5585418254777323,5069982.2705281060189009,240232.5585418254777323,5070082.2705281060189009,"259"
240132.5585418254777323,5069882.2705281060189009,240232.5585418254777323,5069982.2705281060189009,"260"
240132.5585418254777323,5069782.2705281060189009,240232.5585418254777323,5069882.2705281060189009,"261"
240132.5585418254777323,5069682.2705281060189009,240232.5585418254777323,5069782.2705281060189009,"262"
240132.5585418254777323,5069582.2705281060189009,240232.5585418254777323,5069682.2705281060189009,"263"
240132.5585418254777323,5069482.2705281060189009,240232.5585418254777323,5069582.2705281060189009,"264"
240232.5585418254777323,5075982.2705281060189009,240332.5585418254777323,5076082.2705281060189009,"265"
240232.5585418254777323,5075882.2705281060189009,240332.5585418254777323,5075982.2705281060189009,"266"
240232.5585418254777323,5075782.2705281060189009,240332.5585418254777323,5075882.2705281060189009,"267"
240232.5585418254777323,5075682.2705281060189009,240332.5585418254777323,5075782.2705281060189009,"268"
240232.5585418254777323,5075582.2705281060189009,240332.5585418254777323,5075682.2705281060189009,"269"
240232.5585418254777323,5075482.2705281060189009,240332.5585418254777323,5075582.2705281060189009,"270"
240232.5585418254777323,5075382.2705281060189009,240332.5585418254777323,5075482.2705281060189009,"271"
240232.5585418254777323,5075282.2705281060189009,240332.5585418254777323,5075382.2705281060189009,"272"
240232.5585418254777323,5075182.2705281060189009,240332.5585418254777323,5075282.2705281060189009,"273"
240232.5585418254777323,5075082.2705281060189009,240332.5585418254777323,5075182.2705281060189009,"274"
240232.5585418254777323,5074982.2705281060189009,240332.5585418254777323,5075082.2705281060189009,"275"
240232.5585418254777323,5074882.2705281060189009,240332.5585418254777323,5074982.2705281060189009,"276"
240232.5585418254777323,5074782.2705281060189009,240332.5585418254777323,5074882.2705281060189009,"277"
240232.5585418254777323,5074682.2705281060189009,240332.5585418254777323,5074782.2705281060189009,"278"
240232.5585418254777323,5074582.2705281060189009,240332.5585418254777323,5074682.2705281060189009,"279"
240232.5585418254777323,5074482.2705281060189009,240332.5585418254777323,5074582.2705281060189009,"280"
240232.5585418254777323,5074382.2705281060189009,240332.5585418254777323,5074482.2705281060189009,"281"
240232.5585418254777323,5074282.2705281060189009,240332.5585418254777323,5074382.2705281060189009,"282"
240232.5585418254777323,5074182.2705281060189009,240332.5585418254777323,5074282.2705281060189009,"283"
240232.5585418254777323,5074082.2705281060189009,240332.5585418254777323,5074182.2705281060189009,"284"
240232.5585418254777323,5073982.2705281060189009,240332.5585418254777323,5074082.2705281060189009,"285"
240232.5585418254777323,5073882.2705281060189009,240332.5585418254777323,5073982.2705281060189009,"286"
240232.5585418254777323,5073782.2705281060189009,240332.5585418254777323,5073882.2705281060189009,"287"
240232.5585418254777323,5073682.2705281060189009,240332.5585418254777323,5073782.2705281060189009,"288"
240232.5585418254777323,5073582.2705281060189009,240332.5585418254777323,5073682.2705281060189009,"289"
240232.5585418254777323,5073482.2705281060189009,240332.5585418254777323,5073582.2705281060189009,"290"
240232.5585418254777323,5073382.2705281060189009,240332.5585418254777323,5073482.2705281060189009,"291"
240232.5585418254777323,5073282.2705281060189009,240332.5585418254777323,5073382.2705281060189009,"292"
240232.5585418254777323,5073182.2705281060189009,240332.5585418254777323,5073282.2705281060189009,"293"
240232.5585418254777323,5073082.2705281060189009,240332.5585418254777323,5073182.2705281060189009,"294"
240232.5585418254777323,5072982.2705281060189009,240332.5585418254777323,5073082.2705281060189009,"295"
240232.5585418254777323,5072882.2705281060189009,240332.5585418254777323,5072982.2705281060189009,"296"
240232.5585418254777323,5072782.2705281060189009,240332.5585418254777323,5072882.2705281060189009,"297"
240232.5585418254777323,5072682.2705281060189009,240332.5585418254777323,5072782.2705281060189009,"298"
240232.5585418254777323,5072582.2705281060189009,240332.5585418254777323,5072682.2705281060189009,"299"
240232.5585418254777323,5072482.2705281060189009,240332.5585418254777323,5072582.2705281060189009,"300"
240232.5585418254777323,5072382.2705281060189009,240332.5585418254777323,5072482.2705281060189009,"301"
240232.5585418254777323,5072282.2705281060189009,240332.5585418254777323,5072382.2705281060189009,"302"
240232.5585418254777323,5072182.2705281060189009,240332.5585418254777323,5072282.2705281060189009,"303"
